ScoreID,Student,Instrument,CategoryNew,CategoryGroup,Category,Score
436920,28711,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
436921,28711,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
436922,28711,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",10
436923,28711,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
436924,28711,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
436925,28711,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
436926,28711,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,2
436927,28711,Tuba,Scales-Chromatic,Scales,Chromatic,8
436928,28711,Tuba,Scales-G,Scales,G,2
436929,28711,Tuba,Scales-C,Scales,C,0
436930,28711,Tuba,Scales-F,Scales,F,2
436931,28711,Tuba,Scales-Bb,Scales,Bb,0
436932,28711,Tuba,Scales-Eb,Scales,Eb,0
436933,28711,Tuba,Scales-Ab,Scales,Ab,0
436934,28711,Tuba,Scales-Db,Scales,Db,0
436935,28711,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,14
436936,28711,Tuba,Scales-Tone Quality,Scales,Tone Quality,7
436937,28711,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
436938,28711,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6
436939,28711,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
436940,28711,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
436941,28711,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
436942,28711,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,2
436943,29042,Flute,Scales-Chromatic,Scales,Chromatic,0
436944,29042,Flute,Scales-G,Scales,G,0
436945,29042,Flute,Scales-C,Scales,C,0
436946,29042,Flute,Scales-F,Scales,F,0
436947,29042,Flute,Scales-Bb,Scales,Bb,0
436948,29042,Flute,Scales-Eb,Scales,Eb,0
436949,29042,Flute,Scales-Ab,Scales,Ab,0
436950,29042,Flute,Scales-Db,Scales,Db,0
436951,29042,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,5
436952,29042,Flute,Scales-Tone Quality,Scales,Tone Quality,3
436953,29042,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",1
436954,29042,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
436955,29042,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3
436956,29042,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
436957,29042,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
436958,29042,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,0
436990,29045,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",8
436991,29045,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10
436992,29045,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
436993,29045,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,6
436994,29045,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
436995,29045,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",7
436996,29045,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
436997,29045,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6
436998,29045,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,3
436999,29045,Flute,Technical Etude-Articulation,Technical Etude,Articulation,1
437000,29045,Flute,Scales-Chromatic,Scales,Chromatic,3
437001,29045,Flute,Scales-G,Scales,G,3
437002,29045,Flute,Scales-C,Scales,C,5
437003,29045,Flute,Scales-F,Scales,F,5
437004,29045,Flute,Scales-Bb,Scales,Bb,0
437005,29045,Flute,Scales-Eb,Scales,Eb,4
437006,29045,Flute,Scales-Ab,Scales,Ab,0
437007,29045,Flute,Scales-Db,Scales,Db,4
437008,29045,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,13
437009,29045,Flute,Scales-Tone Quality,Scales,Tone Quality,6
437010,29045,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",2
437011,29045,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3
437012,29045,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
437013,29045,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
437014,29045,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
437015,29045,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,0
438519,28969,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",11
438520,28969,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
438521,28969,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,6
438522,28969,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
438523,28969,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
438524,28969,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",10
438525,28969,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
438526,28969,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
438527,28969,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
438528,28969,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,1
438529,28969,Tuba,Scales-Chromatic,Scales,Chromatic,10
438530,28969,Tuba,Scales-G,Scales,G,2
438531,28969,Tuba,Scales-C,Scales,C,5
438532,28969,Tuba,Scales-F,Scales,F,2
438533,28969,Tuba,Scales-Bb,Scales,Bb,4
438534,28969,Tuba,Scales-Eb,Scales,Eb,3
438535,28969,Tuba,Scales-Ab,Scales,Ab,3
438536,28969,Tuba,Scales-Db,Scales,Db,4
438537,28969,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,18
438538,28969,Tuba,Scales-Tone Quality,Scales,Tone Quality,8
438539,28969,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
438540,28969,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,8
438541,28969,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7
438542,28969,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
438543,28969,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
438544,28969,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,2
438638,29198,Tuba,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
438639,29198,Tuba,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
438640,29198,Tuba,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
438641,29198,Tuba,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
438642,29198,Tuba,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
438643,29198,Tuba,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",9
438644,29198,Tuba,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6
438645,29198,Tuba,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
438646,29198,Tuba,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
438647,29198,Tuba,Technical Etude-Articulation,Technical Etude,Articulation,1
438648,29198,Tuba,Scales-Chromatic,Scales,Chromatic,4
438649,29198,Tuba,Scales-G,Scales,G,1
438650,29198,Tuba,Scales-C,Scales,C,0
438651,29198,Tuba,Scales-F,Scales,F,2
438652,29198,Tuba,Scales-Bb,Scales,Bb,1
438653,29198,Tuba,Scales-Eb,Scales,Eb,0
438654,29198,Tuba,Scales-Ab,Scales,Ab,2
438655,29198,Tuba,Scales-Db,Scales,Db,0
438656,29198,Tuba,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,9
438657,29198,Tuba,Scales-Tone Quality,Scales,Tone Quality,7
438658,29198,Tuba,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",4
438659,29198,Tuba,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3
438660,29198,Tuba,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4
438661,29198,Tuba,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",4
438662,29198,Tuba,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
438663,29198,Tuba,Sight-Reading-Artistry,Sight-Reading,Artistry,2
438664,29161,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
438665,29161,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
438666,29161,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
438667,29161,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
438668,29161,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
438669,29161,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",10
438670,29161,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
438671,29161,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
438672,29161,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5
438673,29161,Flute,Technical Etude-Articulation,Technical Etude,Articulation,2
438674,29161,Flute,Scales-Chromatic,Scales,Chromatic,10
438675,29161,Flute,Scales-G,Scales,G,5
438676,29161,Flute,Scales-C,Scales,C,6
438677,29161,Flute,Scales-F,Scales,F,4
438678,29161,Flute,Scales-Bb,Scales,Bb,4
438679,29161,Flute,Scales-Eb,Scales,Eb,5
438680,29161,Flute,Scales-Ab,Scales,Ab,4
438681,29161,Flute,Scales-Db,Scales,Db,5
438682,29161,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
438683,29161,Flute,Scales-Tone Quality,Scales,Tone Quality,8
438684,29161,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
438685,29161,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
438686,29161,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
438687,29161,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
438688,29161,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
438689,29161,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,0
438690,29180,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",15
438691,29180,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,12
438692,29180,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
438693,29180,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
438694,29180,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
438695,29180,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
438696,29180,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10
438697,29180,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
438698,29180,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
438699,29180,Flute,Technical Etude-Articulation,Technical Etude,Articulation,2
438700,29180,Flute,Scales-Chromatic,Scales,Chromatic,7
438701,29180,Flute,Scales-G,Scales,G,5
438702,29180,Flute,Scales-C,Scales,C,6
438703,29180,Flute,Scales-F,Scales,F,5
438704,29180,Flute,Scales-Bb,Scales,Bb,5
438705,29180,Flute,Scales-Eb,Scales,Eb,3
438706,29180,Flute,Scales-Ab,Scales,Ab,4
438707,29180,Flute,Scales-Db,Scales,Db,5
438708,29180,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,18
438709,29180,Flute,Scales-Tone Quality,Scales,Tone Quality,10
438710,29180,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
438742,29180,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3
438743,29180,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
438744,29180,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
438745,29180,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
438746,29180,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,0
438767,29342,Piccolo,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",13
438768,29342,Piccolo,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9
438769,29342,Piccolo,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
438770,29342,Piccolo,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
438771,29342,Piccolo,Technical Etude-Articulation,Technical Etude,Articulation,3
438772,29342,Piccolo,Scales-Chromatic,Scales,Chromatic,15
438773,29342,Piccolo,Scales-G,Scales,G,0
438774,29342,Piccolo,Scales-C,Scales,C,0
438775,29342,Piccolo,Scales-F,Scales,F,0
438776,29342,Piccolo,Scales-Bb,Scales,Bb,0
438777,29342,Piccolo,Scales-Eb,Scales,Eb,0
438778,29342,Piccolo,Scales-Ab,Scales,Ab,0
438779,29342,Piccolo,Scales-Db,Scales,Db,0
438780,29342,Piccolo,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,30
438781,29342,Piccolo,Scales-Articulation & Style,Scales,Articulation & Style,9
438782,29342,Piccolo,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",9
438814,29343,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
438815,29343,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,6
438816,29343,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
438817,29343,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,5
438818,29343,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
438819,29343,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",11
438820,29343,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
438821,29343,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6
438822,29343,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
438823,29343,Flute,Technical Etude-Articulation,Technical Etude,Articulation,2
438855,29343,Flute,Scales-Chromatic,Scales,Chromatic,6
438887,29343,Flute,Scales-G,Scales,G,4
438888,29343,Flute,Scales-C,Scales,C,5
438889,29343,Flute,Scales-F,Scales,F,5
438890,29343,Flute,Scales-Bb,Scales,Bb,3
438891,29343,Flute,Scales-Eb,Scales,Eb,3
438892,29343,Flute,Scales-Ab,Scales,Ab,3
438893,29343,Flute,Scales-Db,Scales,Db,5
438894,29343,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,18
438895,29343,Flute,Scales-Tone Quality,Scales,Tone Quality,7
438896,29343,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",2
438917,29343,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
438918,29343,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5
438919,29343,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",3
438920,29343,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
438921,29343,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,0
438922,29348,Piccolo,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
438923,29348,Piccolo,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
438924,29348,Piccolo,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6
438925,29348,Piccolo,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
438926,29348,Piccolo,Technical Etude-Articulation,Technical Etude,Articulation,1
438927,29348,Piccolo,Scales-Chromatic,Scales,Chromatic,6
438959,29348,Piccolo,Scales-G,Scales,G,0
438960,29348,Piccolo,Scales-C,Scales,C,0
438961,29348,Piccolo,Scales-F,Scales,F,0
438962,29348,Piccolo,Scales-Bb,Scales,Bb,0
438963,29348,Piccolo,Scales-Eb,Scales,Eb,0
438964,29348,Piccolo,Scales-Ab,Scales,Ab,0
438965,29348,Piccolo,Scales-Db,Scales,Db,0
438966,29348,Piccolo,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,17
438967,29348,Piccolo,Scales-Articulation & Style,Scales,Articulation & Style,5
438968,29348,Piccolo,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",3
439000,29351,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
439001,29351,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5
439002,29351,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
439003,29351,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,5
439004,29351,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
439025,29351,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
439026,29351,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5
439027,29351,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
439028,29351,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
439029,29351,Flute,Technical Etude-Articulation,Technical Etude,Articulation,1
439030,29351,Flute,Scales-Chromatic,Scales,Chromatic,11
439042,29351,Flute,Scales-G,Scales,G,5
439043,29351,Flute,Scales-C,Scales,C,8
439044,29351,Flute,Scales-F,Scales,F,5
439045,29351,Flute,Scales-Bb,Scales,Bb,4
439046,29351,Flute,Scales-Eb,Scales,Eb,5
439047,29351,Flute,Scales-Ab,Scales,Ab,4
439048,29351,Flute,Scales-Db,Scales,Db,5
439049,29351,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,28
439050,29351,Flute,Scales-Tone Quality,Scales,Tone Quality,6
439051,29351,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
439103,29351,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,7
439104,29351,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,8
439105,29351,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",7
439106,29351,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
439107,29351,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,2
439108,29366,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",14
439109,29366,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
439110,29366,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10
439111,29366,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,10
439112,29366,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
439113,29366,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
439114,29366,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,10
439115,29366,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",15
439116,29366,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9
439117,29366,Flute,Technical Etude-Articulation,Technical Etude,Articulation,3
439118,29366,Flute,Scales-Chromatic,Scales,Chromatic,11
439149,29366,Flute,Scales-G,Scales,G,5
439150,29366,Flute,Scales-C,Scales,C,5
439151,29366,Flute,Scales-F,Scales,F,5
439152,29366,Flute,Scales-Bb,Scales,Bb,4
439153,29366,Flute,Scales-Eb,Scales,Eb,5
439154,29366,Flute,Scales-Ab,Scales,Ab,5
439155,29366,Flute,Scales-Db,Scales,Db,4
439156,29366,Flute,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,25
439157,29366,Flute,Scales-Tone Quality,Scales,Tone Quality,7
439158,29366,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
439190,29366,Flute,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,3
439191,29366,Flute,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3
439192,29366,Flute,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
439193,29366,Flute,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
439194,29366,Flute,Sight-Reading-Artistry,Sight-Reading,Artistry,0
439195,29367,Flute,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",13
439196,29367,Flute,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,12
439197,29367,Flute,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
439198,29367,Flute,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
439199,29367,Flute,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
439200,29367,Flute,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
439201,29367,Flute,Technical Etude-Tone Quality,Technical Etude,Tone Quality,11
439202,29367,Flute,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9
439203,29367,Flute,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
439204,29367,Flute,Technical Etude-Articulation,Technical Etude,Articulation,3
439205,29367,Flute,Scales-Chromatic,Scales,Chromatic,10
439206,29367,Flute,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",6
439207,29367,Flute,Scales-G,Scales,G,5
439208,29367,Flute,Scales-C,Scales,C,4
439209,29367,Flute,Scales-F,Scales,F,5
439210,29367,Flute,Scales-Bb,Scales,Bb,4
